,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_id,poster_url
2951,2959,False,/pYl4YpepgRbr504D7ep58C5gMyF.jpg,"[10749, 18, 14]",795,en,City of Angels,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",4.9855,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,1998-04-10,City of Angels,False,6.817,2224,795,https://image.tmdb.org/t/p/w500/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg
2952,2960,False,/qVyN9czTgRJ2SAA2BLXESzQEVgz.jpg,"[9648, 53, 27]",622,en,The Ninth Gate,"A rare book dealer finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text, The Nine Gates of the Kingdom of Shadows, capable of summoning the Devil.",4.4402,/iFDtmA8Bg9zE4NcsjcmGfqFN01H.jpg,1999-08-25,The Ninth Gate,False,6.48,3122,622,https://image.tmdb.org/t/p/w500/iFDtmA8Bg9zE4NcsjcmGfqFN01H.jpg
2953,2961,False,/evPzxMacNWsjkUKQO4NXKe5Rl6a.jpg,"[53, 18]",97630,en,Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",4.4386,/wNSdSSxowM3WIqmPJNg3RagYbwP.jpg,2012-12-19,Zero Dark Thirty,False,6.988,4648,97630,https://image.tmdb.org/t/p/w500/wNSdSSxowM3WIqmPJNg3RagYbwP.jpg
2954,2962,False,/tSUqLCAxaQbxkIZl4kJ3tOQOpla.jpg,"[80, 18, 53]",1645,en,A Time to Kill,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",5.2721,/w8UCke112E9jrhjKcwG32kyhTx5.jpg,1996-07-24,A Time to Kill,False,7.379,2658,1645,https://image.tmdb.org/t/p/w500/w8UCke112E9jrhjKcwG32kyhTx5.jpg
2955,2963,False,/3tpNEbRahT8smy7RraaWa0xg9Gv.jpg,"[12, 28, 53]",682,en,The Man with the Golden Gun,"Cool government operative James Bond searches for a stolen invention that can turn the sun's heat into a destructive weapon. He soon crosses paths with the menacing Francisco Scaramanga, a hitman so skilled he has a seven-figure working fee. Bond then joins forces with the swimsuit-clad Mary Goodnight, and together they track Scaramanga to a Thai tropical isle hideout where the killer-for-hire lures the slick spy into a deadly maze for a final duel.",3.8107,/xVkbKwGnBVNQ122GN5bCTMyPbWz.jpg,1974-12-04,The Man with the Golden Gun,False,6.448,2130,682,https://image.tmdb.org/t/p/w500/xVkbKwGnBVNQ122GN5bCTMyPbWz.jpg
2956,2964,False,/sPDIOvqyVzPo1Xu46BAB6aSGvSF.jpg,"[28, 80]",13056,en,Punisher: War Zone,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",3.6857,/oOvKJgYUIpfswGHAdW6159bPbvM.jpg,2008-12-05,Punisher: War Zone,False,5.82,1205,13056,https://image.tmdb.org/t/p/w500/oOvKJgYUIpfswGHAdW6159bPbvM.jpg
2957,2965,False,/gJduZE3cAmLVQknEfiR5t0vT4Ie.jpg,"[27, 53]",1096838,en,Here After,"When her teen daughter displays increasingly disturbing behavior after a near death experience, a mother becomes convinced the girl brought something evil back from the other side.",4.2196,/by3EEDIVTdhNJolYK2Msn1RHRFH.jpg,2024-07-25,Here After,False,5.392,83,1096838,https://image.tmdb.org/t/p/w500/by3EEDIVTdhNJolYK2Msn1RHRFH.jpg
2958,2966,False,/yUjc0QIKJe0kyzjQ7Ky6dKRasv1.jpg,[35],291870,en,Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",4.3978,/k0Lz1TfSlbcQthQKYGwE7blDfwN.jpg,2016-01-20,Dirty Grandpa,False,5.931,4444,291870,https://image.tmdb.org/t/p/w500/k0Lz1TfSlbcQthQKYGwE7blDfwN.jpg
2959,2967,False,/uQVXQ7VI0jbLDo5QwGGyLQUd1so.jpg,"[35, 878, 28]",9397,en,Evolution,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",3.5394,/dwIrP544LxJtXToLpzkEa08pIMm.jpg,2001-06-08,Evolution,False,6.098,2325,9397,https://image.tmdb.org/t/p/w500/dwIrP544LxJtXToLpzkEa08pIMm.jpg
2960,2968,False,/uiECYOz9ZstouJXdHDKRQrp22lX.jpg,"[10751, 14, 35]",14442,en,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",4.8078,/7AyNzwSEpJEG1gBdgwRfXi1cjs8.jpg,2004-04-09,Ella Enchanted,False,6.458,1882,14442,https://image.tmdb.org/t/p/w500/7AyNzwSEpJEG1gBdgwRfXi1cjs8.jpg
2961,2969,False,/pNE7sm5kvMR8A3sKFaJNA78KkgS.jpg,[10749],670435,ja,女教師日記 禁じられた性,"The film depicts the relationship between a beautiful teacher and a male teacher, popular among female students, an excellent student who tells the teacher about his feelings using an answering machine, and a high school student who bets on whether she can have a relationship with a male teacher. This is the debut full-length work by Hideo Nakata.",4.0583,/wD7Xtfd91hfl66pMDWp1i8dVyX0.jpg,1995-09-08,Female Teacher Diary: Forbidden Sex,False,4.8,6,670435,https://image.tmdb.org/t/p/w500/wD7Xtfd91hfl66pMDWp1i8dVyX0.jpg
2962,2970,False,/egECON9qx3u9zArY8UH3sDb1SxP.jpg,[18],123069,en,Swedish Wildcats,"The sadistic Madam Margareta is a talking side of beef that serves as the hostess and ring leader for a live sex tease show and whorehouse. Madam's shows always feature her bodacious nieces Susanna and Karen, who perform in everything from striptease to S&M acts. Karen meets and eventually runs away with a rich guy. Susanna falls in love with a deceptive airport cargo handler. After several more kinky shows and various soft core sex scenes, Karen is gone and Susanna and her man find out the truth behind each others lies.",4.195,/f0NDfmHxSbVriCBOyzw6xnnx7uJ.jpg,1972-01-20,Swedish Wildcats,False,4.1,10,123069,https://image.tmdb.org/t/p/w500/f0NDfmHxSbVriCBOyzw6xnnx7uJ.jpg
2963,2971,False,/kOkqSv2FHY3NcxObjhJnzYkZaTL.jpg,"[27, 35]",11249,en,Seed of Chucky,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",5.6369,/vd9K93gQ9whMKjXzADZanxWpIXM.jpg,2004-11-12,Seed of Chucky,False,5.475,1674,11249,https://image.tmdb.org/t/p/w500/vd9K93gQ9whMKjXzADZanxWpIXM.jpg
2964,2973,False,/3z8cveYwdIz2IZRhm6cHu8f2HRT.jpg,[35],375794,es,"No manches, Frida","After being released from prison, Zequi, a bank robber, sets out to recover money buried by his accomplice; but is horrified to learn that a high school gymnasium is now over the site where the loot is hidden.",4.1853,/6HfyXfIEywLa2HvcswKi44dDKxL.jpg,2016-09-02,"No manches, Frida",False,7.683,922,375794,https://image.tmdb.org/t/p/w500/6HfyXfIEywLa2HvcswKi44dDKxL.jpg
2965,2974,False,/jJh2syzwZDM3cX2UOeDbKUZzuE8.jpg,"[35, 18, 80]",8321,en,In Bruges,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",4.3682,/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg,2008-02-08,In Bruges,False,7.494,5377,8321,https://image.tmdb.org/t/p/w500/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg
2966,2975,False,/rTlMsaE2MQ8NG2cs0bEkwVhMOrV.jpg,"[35, 18, 10749]",14709,en,Varsity Blues,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",3.6305,/g2jX2Xmx7drbc6J9MLJEBghR7Mg.jpg,1999-01-15,Varsity Blues,False,6.151,430,14709,https://image.tmdb.org/t/p/w500/g2jX2Xmx7drbc6J9MLJEBghR7Mg.jpg
2967,2976,False,/aTJJ38M7zLAmJZ7vl0vyKn69zzw.jpg,"[18, 80, 9648, 53]",1632,en,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",5.3472,/hTv8Bkq3W1vwKi1IWCLWQW9PNU4.jpg,1988-12-08,Mississippi Burning,False,7.666,1784,1632,https://image.tmdb.org/t/p/w500/hTv8Bkq3W1vwKi1IWCLWQW9PNU4.jpg
2968,2977,False,/pPuTRbSIpTU8dDvWoyXTtNl9iAe.jpg,"[28, 27, 878]",330070,ja,テラフォーマーズ,"With the space program attempting to travel to Mars, 21st century scientists were tasked with warming up the planet so that humans could survive on its surface. They came up with an efficient and cost effective plan of sending cockroaches and mold to the surface so that the mold would absorb the sunlight and the insect corpses would serve as a food source for the mold.  It is now the year 2577 and the first manned ship to Mars has landed on the planet and the six crew members are ready for their mission. But what they find are giant mutated humanoid cockroaches with incredible physical strength. The crew members are easily wiped out, but not before sending a transmission back to Earth. Now, humanity will send elite warriors to exterminate the mutated bugs and claim back Mars.",3.7817,/z1A7bajfwadBi5eAgXiWDMpY5i9.jpg,2016-04-29,Terra Formars,False,6.1,270,330070,https://image.tmdb.org/t/p/w500/z1A7bajfwadBi5eAgXiWDMpY5i9.jpg
2969,2978,False,/w9Buzxn7RjbttP2xm9leMfMdyCP.jpg,"[80, 18]",650,en,Boyz n the Hood,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...",4.473,/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,1991-07-12,Boyz n the Hood,False,7.63,2093,650,https://image.tmdb.org/t/p/w500/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg
2970,2979,False,/w9Buzxn7RjbttP2xm9leMfMdyCP.jpg,"[80, 18]",650,en,Boyz n the Hood,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...",4.473,/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,1991-07-12,Boyz n the Hood,False,7.63,2093,650,https://image.tmdb.org/t/p/w500/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg
2971,2980,False,/xDKuTzBVpJPqFc39H4hctrle87T.jpg,"[28, 35, 80]",11001,en,Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",5.1322,/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg,1999-09-17,Blue Streak,False,6.5,1532,11001,https://image.tmdb.org/t/p/w500/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg
2972,2981,False,/tsUlDhS8jeaK6x65ZrEtvrkPVx4.jpg,"[14, 28, 53, 878]",8698,en,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",4.1621,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg,2003-07-11,The League of Extraordinary Gentlemen,False,5.976,4148,8698,https://image.tmdb.org/t/p/w500/kdAuVFP63XXxnb983ry2pLCKd9S.jpg
2973,2982,False,/6f50k0bAekjxDvVvGC1SupJSzf4.jpg,"[10749, 35, 18]",804,en,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",4.9497,/8lI9dmz1RH20FAqltkGelY1v4BE.jpg,1953-08-26,Roman Holiday,False,7.881,2132,804,https://image.tmdb.org/t/p/w500/8lI9dmz1RH20FAqltkGelY1v4BE.jpg
2974,2983,False,/b2L7jOgo5cHiRIvljD2GCqZiYO2.jpg,"[36, 18, 10749]",454527,fr,Benedetta,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,3.8756,/yofVXmLYQbr8pdOeyDRrf9N8rF4.jpg,2021-07-09,Benedetta,False,6.612,1070,454527,https://image.tmdb.org/t/p/w500/yofVXmLYQbr8pdOeyDRrf9N8rF4.jpg
2975,2984,False,/hph1RMsL4223xyqxfEx3OXodf5E.jpg,"[28, 16, 878]",24752,ja,ドラゴンボールZ とびっきりの最強対最強,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",4.1572,/uqTSXqjaSgSAT2lCv3GyZeodQPG.jpg,1991-07-20,Dragon Ball Z: Cooler's Revenge,False,7.006,700,24752,https://image.tmdb.org/t/p/w500/uqTSXqjaSgSAT2lCv3GyZeodQPG.jpg
2976,2985,False,/iprzo263c5kGIBYidwvB5D2lH6v.jpg,"[28, 35]",109414,en,This Is the End,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",4.5401,/tNIW0NhX1hKvUsy6PQ80DOKUhkD.jpg,2013-06-12,This Is the End,False,6.231,6526,109414,https://image.tmdb.org/t/p/w500/tNIW0NhX1hKvUsy6PQ80DOKUhkD.jpg
2977,2986,False,/fX6fvCWfZzzRv23PSOhUsXiIxF4.jpg,"[35, 18, 10749]",242042,en,Barefoot,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",3.8171,/7CWdmxafzSVEUv4mMlOpw89NKXE.jpg,2014-02-02,Barefoot,False,6.634,643,242042,https://image.tmdb.org/t/p/w500/7CWdmxafzSVEUv4mMlOpw89NKXE.jpg
2978,2987,False,/saESlYSTAGjr8gkyjoGb7omH0hf.jpg,[18],901563,fr,Close,"Two 13-year-old boys spend an idyllic summer together, but their connection is put to the test when they become the subject of speculation at school.",3.5991,/dlMNnWs7Mz8Nk5AC447Ew1tD5pn.jpg,2022-11-01,Close,False,7.795,892,901563,https://image.tmdb.org/t/p/w500/dlMNnWs7Mz8Nk5AC447Ew1tD5pn.jpg
2979,2988,False,/qJfgA6bUM7iAkcADrapIj8i6LOY.jpg,"[35, 10751]",9714,en,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",4.7702,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,1997-12-12,Home Alone 3,False,5.275,3105,9714,https://image.tmdb.org/t/p/w500/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg
2980,2989,False,/n6KXCV9jqUDDL5HCIoKHQ8kD9Fq.jpg,"[80, 18, 53]",835113,en,Woman of the Hour,"An aspiring actress crosses paths with a prolific serial killer in '70s LA when they're cast on an episode of ""The Dating Game.""",4.4305,/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg,2024-10-03,Woman of the Hour,False,6.43,823,835113,https://image.tmdb.org/t/p/w500/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg
2981,2990,False,/ymDCdsobG8P4S3epFvT0CLDvEhP.jpg,"[28, 27, 53]",986070,en,The Wrath of Becky,"Two years after she escaped a violent attack on her family, 16-year-old Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. However, when a violent group known as the Noble Men break into their home, attack them and take their beloved dog, Becky must return to her old ways to protect herself and her loved ones.",2.9684,/uKNCPaxYZgpsLGSHiasA5IisR3e.jpg,2023-05-26,The Wrath of Becky,False,6.3,390,986070,https://image.tmdb.org/t/p/w500/uKNCPaxYZgpsLGSHiasA5IisR3e.jpg
2982,2991,False,/3lrNJ5jNqKq9UpQrXo8FNFzyoE4.jpg,"[27, 53, 80]",663,en,Saw IV,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",4.5875,/ku1QdCXOU4ckz3zxLLlis8MIJVm.jpg,2007-10-25,Saw IV,False,6.167,3908,663,https://image.tmdb.org/t/p/w500/ku1QdCXOU4ckz3zxLLlis8MIJVm.jpg
2983,2993,False,/gl3RKxaM65gyrvRoG3MffTYBoo5.jpg,"[27, 9648, 53]",476299,en,Ghostland,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...",5.2579,/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg,2018-03-14,Ghostland,False,7.384,2524,476299,https://image.tmdb.org/t/p/w500/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg
2984,2994,False,/lx89oBeJIastndjbQxznnfSYpmR.jpg,"[12, 28, 18, 36]",796185,fr,Les Trois Mousquetaires : D'Artagnan,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",6.2676,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,2023-04-05,The Three Musketeers: D'Artagnan,False,6.961,1288,796185,https://image.tmdb.org/t/p/w500/hfExJPcbBtDeFDEb7I1By72Drlr.jpg
2985,2995,False,/hpzbQDjl2yzf6MwrYOrbDJCmojc.jpg,"[80, 18]",227,en,The Outsiders,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",5.1834,/iwbbE0xiOuflxE99gESWC2b5Ohc.jpg,1983-03-25,The Outsiders,False,7.21,1439,227,https://image.tmdb.org/t/p/w500/iwbbE0xiOuflxE99gESWC2b5Ohc.jpg
2986,2996,False,/rcJynPuUuSBuzOmahUTasliurzr.jpg,"[14, 18, 10749]",15775,en,If Only,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), Ian Wyndham, a grief-stricken British businessman living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.",4.5706,/xVSqtdVanaPsZazNDFyIJSw0Mn6.jpg,2004-01-23,If Only,False,7.002,599,15775,https://image.tmdb.org/t/p/w500/xVSqtdVanaPsZazNDFyIJSw0Mn6.jpg
2987,2997,False,/kIQc0kkqIYTo65x5XjlKgqdDQ6a.jpg,"[12, 18, 14]",559907,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",4.0312,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,2021-07-29,The Green Knight,False,6.606,2007,559907,https://image.tmdb.org/t/p/w500/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg
2988,2998,False,/e74H6yfw9qh8uEJP3yVUfWlMvxe.jpg,"[18, 10749]",109689,es,Tengo ganas de ti,"The sexy Gin is the new love of Hache, but this can not forget his former girlfriend, so the love triangle is inevitable.",4.4385,/s16By5DjE1QJDPDfmTnbGozak0H.jpg,2012-06-22,I Want You,False,7.444,1911,109689,https://image.tmdb.org/t/p/w500/s16By5DjE1QJDPDfmTnbGozak0H.jpg
2989,2999,False,/amBvmIshdsSkOtvVIgxl7YSQ9Dg.jpg,"[18, 53, 28]",3176,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",4.3294,/gFX7NuBUeKysOB9nEzRqVpHNT32.jpg,2000-12-16,Battle Royale,False,7.282,3542,3176,https://image.tmdb.org/t/p/w500/gFX7NuBUeKysOB9nEzRqVpHNT32.jpg
2990,3000,False,/8ZlxM5IYLtg2KnRl1IoS83mlxt0.jpg,"[35, 14, 10749]",23082,en,The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",4.395,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg,2009-10-02,The Invention of Lying,False,6.204,2189,23082,https://image.tmdb.org/t/p/w500/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg
2991,3001,False,/gaWHmTnjqfYcNNnVcwHxwptGPgW.jpg,[35],292610,it,Il ginecologo della mutua,"Dr. Lo Bianco, debt load, flees abroad and the headquarters avviatissimo study gynecological colleague Giovannaldi. These are adept at gaining the trust of high society and, thanks to the relationship established with the wife of a wealthy manufacturer (enough to get her pregnant), she becomes finance, own the cuckolded husband, a luxury clinic. And there will be a prize for Lobianco.",4.6771,/8KwEjKVFoz6B9oRXgeSastYUUUz.jpg,1977-09-13,Ladies' Doctor,False,4.5,16,292610,https://image.tmdb.org/t/p/w500/8KwEjKVFoz6B9oRXgeSastYUUUz.jpg
2992,3002,False,/5VTFP2gYenwsRBW6ycn3eiZbudD.jpg,"[35, 10749]",3563,en,I Now Pronounce You Chuck & Larry,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core—which is why when widower Larry asks Chuck to pose as his lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.",5.5149,/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,2007-07-12,I Now Pronounce You Chuck & Larry,False,6.084,2410,3563,https://image.tmdb.org/t/p/w500/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg
2993,3003,False,/vSd89kiENYeFa6mPHzsM5BgliPm.jpg,"[35, 18]",4032,en,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",5.1679,/qyJJNHteA7BUwQSey05t7qP4vRV.jpg,1991-11-27,My Girl,False,7.405,2170,4032,https://image.tmdb.org/t/p/w500/qyJJNHteA7BUwQSey05t7qP4vRV.jpg
2994,3004,False,/4OjoH07cxYQbnGiJzJxto0NUejH.jpg,"[35, 18]",843847,en,Jerry & Marge Go Large,"The remarkable true story of how retiree Jerry Selbee discovers a mathematical loophole in the Massachusetts lottery and, with the help of his wife, Marge, wins $27 million dollars and uses the money to revive their small Michigan town.",3.8179,/bbBGSm1kjgmZ0O3bPUQIbA0xlKQ.jpg,2022-10-20,Jerry & Marge Go Large,False,7.363,398,843847,https://image.tmdb.org/t/p/w500/bbBGSm1kjgmZ0O3bPUQIbA0xlKQ.jpg
2995,3005,False,/mqKClgkLyxtmJWkh4gbUp1I6KXl.jpg,"[18, 53]",1223690,en,Pretty Thing,A successful executive fights back when a scorned young lover takes his obsession too far.,4.0265,/xWVbtqUvuhAOYzkZV6YDQOnN5fQ.jpg,2025-07-03,Pretty Thing,False,6.6,10,1223690,https://image.tmdb.org/t/p/w500/xWVbtqUvuhAOYzkZV6YDQOnN5fQ.jpg
2996,3006,False,/naV4PO7ftzNThYKGX44F8vRY2z3.jpg,"[35, 18]",41733,en,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",4.1341,/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg,2010-11-03,Due Date,False,6.385,5540,41733,https://image.tmdb.org/t/p/w500/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg
2997,3007,False,/lOrM3OQhHlzEkpF7Ih3GghecrA8.jpg,[35],583,en,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",5.1105,/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,1979-08-17,Life of Brian,False,7.759,4612,583,https://image.tmdb.org/t/p/w500/lSSA64WF0M0BXnjwr2quMh6shCl.jpg
2998,3008,False,/6k0FfSAjCTwRr85HO0clTCbQ45k.jpg,"[27, 53]",512198,en,Dead Bride,"After her father’s death, Alyson, her partner Richard and their baby return to her childhood home. Following a few shocking supernatural events, Alyson discovers that she and her family have been living with a terrible curse, unleashed in the past by a bride killed by Alyson’s grandfather. Soon after Alyson’s child disappears and she has no choice but to embark on a frightening journey into the underworld, to free herself from the bride’s curse and to look for her daughter.",4.1923,/6JKx00vSLzKX3jSMJIhpwPU9Qzq.jpg,2025-01-09,Dead Bride,False,6.0,3,512198,https://image.tmdb.org/t/p/w500/6JKx00vSLzKX3jSMJIhpwPU9Qzq.jpg
2999,3009,False,/xClq7x4kE5l6NL4P0ZzD9sfJW73.jpg,"[37, 28, 12]",966,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,4.3505,/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,1960-10-12,The Magnificent Seven,False,7.5,1863,966,https://image.tmdb.org/t/p/w500/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg
3000,3010,False,/hHvvGvodFPADcbn0svgmSBYM9TU.jpg,[18],306819,en,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",4.2223,/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg,2015-11-27,The Danish Girl,False,7.568,5822,306819,https://image.tmdb.org/t/p/w500/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg
